Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2014","Columbia University in the City of New York","Psychology, general","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","28",
"2014","Columbia University in the City of New York","Social sciences not elsewhere classified","Total for selected values","139",
"2014","Columbia University in the City of New York","Social sciences not elsewhere classified","Foreign nationals","76",
"2014","Columbia University in the City of New York","Social sciences not elsewhere classified","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","63",
"2014","Columbia University in the City of New York","Sociology","Total for selected values","78",
"2014","Columbia University in the City of New York","Sociology","Foreign nationals","30",
"2014","Columbia University in the City of New York","Sociology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","48",
"2014","Columbia University in the City of New York","Statistics","Total for selected values","546",
"2014","Columbia University in the City of New York","Statistics","Foreign nationals","498",
"2014","Columbia University in the City of New York","Statistics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","48",
"2013","Total for selected values","Total for selected values","Total for selected values","5,174",
"2013","Columbia University in the City of New York","Total for selected values","Total for selected values","5,174",
"2013","Columbia University in the City of New York","Anthropology","Total for selected values","150",
"2013","Columbia University in the City of New York","Anthropology","Foreign nationals","46",
"2013","Columbia University in the City of New York","Anthropology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","104",
"2013","Columbia University in the City of New York","Astronomy and astrophysics","Total for selected values","31",
"2013","Columbia University in the City of New York","Astronomy and astrophysics","Foreign nationals","8",
"2013","Columbia University in the City of New York","Astronomy and astrophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","23",
"2013","Columbia University in the City of New York","Biochemistry","Total for selected values","15",
"2013","Columbia University in the City of New York","Biochemistry","Foreign nationals","3",
"2013","Columbia University in the City of New York","Biochemistry","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","12",
"2013","Columbia University in the City of New York","Biology","Total for selected values","101",
"2013","Columbia University in the City of New York","Biology","Foreign nationals","38",
"2013","Columbia University in the City of New York","Biology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","63",
"2013","Columbia University in the City of New York","Biomedical engineering","Total for selected values","143",
"2013","Columbia University in the City of New York","Biomedical engineering","Foreign nationals","47",
"2013","Columbia University in the City of New York","Biomedical engineering","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","96",
"2013","Columbia University in the City of New York","Biometry and epidemiology","Total for selected values","256",
"2013","Columbia University in the City of New York","Biometry and epidemiology","Foreign nationals","86",
"2013","Columbia University in the City of New York","Biometry and epidemiology","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","170",
"2013","Columbia University in the City of New York","Biophysics","Total for selected values","84",
"2013","Columbia University in the City of New York","Biophysics","Foreign nationals","14",
"2013","Columbia University in the City of New York","Biophysics","U.S. citizens and permanent residents (non-U.S. citizens holding green cards)","70",
"2013","Columbia University in the City of New York","Biosciences not elsewhere classified","Total for selected values","102",
